,ID,TITLE,AUTHOR,BOARD,CONTENT,TIME_STAMP,AUTHOR_IP,COMMENTS,RATING,COMMENTERS,POLARITY
0,M.1669381194.A.084,[問卦] [問卦] 25-50歲台灣人記得幾月打第一劑,u35k6 (漫畫),Gossiping,是這樣 大叔在菲律賓住3年多了 2021年5月台灣疫情爆發的時候 菲律賓也剛好收到不少國際救助疫苗 這邊優先順序是醫護》老人》一般市民 沒有什麼第二類政府官員之類的 所以我5月就打到az了 後面7月底打到第二劑 隔年一月補第三劑莫德納  我在台灣的高齡老母在8月附近才打第一劑 我哥哥跟前同事大概都在年底才開始打到第一劑BNT 而且前幾波BNT還給青少年跟外勞先打 只是過一年多這段記憶有點模糊了 只記得沒有人擋疫苗 公私協力買BNT 我是不是腦霧了呀,2022-11-25 20:59:52,175.176.45.156,,,,"{'all': 0, 'boo': 0, 'count': 0, 'neutral': 0, 'push': 0}"
1,M.1669381216.A.5B8,Re: [問卦] 靠邀 明天到底會不會翻車啦？？？？？,aron0425 (aron),Gossiping,翻定了好嗎 也不看看蔡瞾治下 國民GDP爆漲，房價爆漲 會支持白色的都馬是沒錢的社會底層 看看陳時中支持的都是白頭髮的 代表什麼？代表人家支持群眾是有產階級啦歐得曼尼 平常就是泡泡茶等房子漲 在那邊很開心黃珊珊都是黑頭髮的在支持，代表就是No money，拼死拼活存三年，房價頭期款已經漲到存8年才有機會，還要被白頭髮的當下人使喚 年輕人代表未來？僵化的社會體制有什麼新局可以改變啦？笑死 今天你有房會希望房價腰斬嗎？，台灣的房屋自有率是80%，懂？,2022-11-25 21:00:14,111.242.50.234,,,,"{'all': 0, 'boo': 0, 'count': 0, 'neutral': 0, 'push': 0}"
2,M.1669381224.A.E61,[問卦] 這個時代稱台語叫閩南話是在想什麼？,inet (),Gossiping,很多人知道台語已經包了很多外來語 去福建廈門可能聽懂 但明顯腔調不同 而且一輩子都沒去過閩南的人這麼多 稱呼閩南語 好像不太對  但如果說是台語 很多客家話、原住民話會跳出來 所以避談自稱台語  不過日常生活大家也都公認台語是什麼 大概意思是這樣  有沒把八卦？,2022-11-25 21:00:22,36.234.120.45,,,,"{'all': 0, 'boo': 0, 'count': 0, 'neutral': 0, 'push': 0}"
3,M.1669381243.A.3D8,[問卦] 台中除了博弈還有什麼產業賺錢嗎？,goal56 (宅變型),Gossiping,本魯看了一下一些大大的發文，發現台中薪水真的慘，工程師月薪還不到4萬，比高考公 務員還低，慘到不行，不過聽說台中博弈產業發達，隨便年薪都好幾百萬，是台中最賺錢 的產業，這樣看來，台中是不是只有博弈能給高薪，讓台中人賺大錢啊？話說台中豪宅房 價也上看1坪百萬了，應該都是搞博弈的人在買吧，真是羨慕。,2022-11-25 21:00:41,101.137.151.108,,,,"{'all': 0, 'boo': 0, 'count': 0, 'neutral': 0, 'push': 0}"
4,M.1669381274.A.2AB,[問卦] 有沒有會飛的哺乳類？,ETeating (ET),Gossiping,安安我文組小廢廢啦，  每年跨年都在賺錢的那個天團曾經唱過：  別問我二類或三類，  我只是渴望飛的哺乳類。  有沒有二類或三類的大大可以告訴我，  到底有沒有會飛的哺乳類？,2022-11-25 21:01:08,42.77.86.184,,,,"{'all': 0, 'boo': 0, 'count': 0, 'neutral': 0, 'push': 0}"
5,M.1669381291.A.056,Re: [問卦] 靠邀 明天到底會不會翻車啦？？？？？,gino0717 (gino0717),Gossiping,怕翻車   就不要去會翻車的地方   謹慎選擇 取贏面大的地方   當個聰明西索   像是最近特斯拉股價從173漲到183   看起來就贏面滿滿 要回到300也不是問題   我準備好要all in 了   快上車吧   ※ 引述《pttbeer (小妹姨)》之銘言： : 欸 媽的咧 : 看八卦版都覺得穩了 : 每次都覺得這次絕對給蟑螂一個教訓 : 明天不會又翻車吧？？？？,2022-11-25 21:01:28,123.194.162.12,士虐貓，碩士約砲，學士射精在飲料，校友正在蹲苦窯!@#授作帳假發票，職業學生看報紙才知道。,推!@#→,ROCSimonLiu!@#ROCSimonLiu,"{'all': 2, 'boo': 0, 'count': 1, 'neutral': 1, 'push': 1}"
6,M.1669381303.A.EFF,Re: [問卦] 李宗瑞是得罪誰?,zxcv91039 (人類的惡意),Gossiping,我記得有幹到某個商人故鄉的對頭勢力的小姐吧?  不知不覺也10年了 我還想問問那些被回收的人都到哪裡去了 還是小祕密根本沒有被發現? 在座的工程師要不要複習看看影片,2022-11-25 21:01:41,1.165.15.161,,,,"{'all': 0, 'boo': 0, 'count': 0, 'neutral': 0, 'push': 0}"
7,M.1669381318.A.5C7,[問卦] 比利時和克羅埃西亞也太強了吧,yamakazi (大安吳彥祖),Gossiping,在台灣幾乎沒什麼人會說支持比利時或克羅埃西亞  也不算什麼足球大國  也沒什麼頂級聯賽  結果上屆世界杯一個第二名一個第三名  跟某屆希臘拿下歐國盃一樣的感覺  這兩國為甚麼那麼強？,2022-11-25 21:01:54,61.230.199.202,,,,"{'all': 0, 'boo': 0, 'count': 0, 'neutral': 0, 'push': 0}"
8,M.1667236084.A.47C,[公告] 八卦板板規(2022.11.01),lwt501cx (爆裂魔法Explosion！！),Gossiping,"╭─────────────────────────────────────╮ │ 本板為PTT八卦板，文章、推文及板務處理原則均依循中華民國法律、站規規範發　│ │ 文者，不得因不知相關板規而免卻責任。                                     │ ╰─────────────────────────────────────╯  第一章：文章管理    第一條：〔總則〕   ￣￣￣￣￣￣￣￣　  ‧ 八卦定義為「小道消息」、「花邊新聞」。討論人物需為公眾之人、事、物，     凡是文章內容無八卦、與八卦無關者，板主得依本板規刪除。   ‧ 經舉證該八卦文為虛構，文章予以刪除。經查有惡意造謠者，視同鬧板。   ‧ 每日發文(含回文)額度，不得超過五篇。其中：      1.問卦不得超過三篇     2.新聞每一天只能張貼一篇(以天為單位)     3.轉錄不得超過一篇(轉錄協尋文可超過一篇，     但每天在板上的文章額度仍不可超過五篇)     因任何原因自刪、被板主刪除或分身張貼，皆視同使用額度。     每超貼一篇水桶一個月，兩篇給予水桶兩個月，依此類推。     使用分身張貼文章，多個帳號加總發文超貼者，每個帳號應水桶一樣的時間。     例如:A、B兩個帳號合計發了五篇問卦，則A、B兩帳號一同水桶兩個月。     ‧濫用[協尋]文章者，水桶一個月。  ‧  文章內容未滿30個字(正體中文)者，含未滿自刪或修改文章後未滿，水桶一個月  文章內容未滿20個字(正體中文)者，含未滿自刪或修改文章後未滿，水桶二個月  文章內容未滿10個字(正體中文)者，含未滿自刪或修改文章後未滿，水桶三個月  ‧文章請使用本看板所提供之分類，自訂分類、雙分類或無分類、無標題之文章一律刪除。   其違規文章勿回文，回文則一律刪除。  轉錄文章則不限分類。   ‧ 本板對於他板有符合時事下之重大、深入極具八卦內容之文章開放轉錄，為避免板     友濫用，必須經過原發文者同意才能轉錄，限制一人一天一篇。轉錄文章若違反八     卦板板規，板主可依相關板規處置。  ‧ 禁止從站內信轉錄文章，違者刪除。若違反板規，如超貼、政問等，依板規處理。      註：未經原發文者同意轉錄文章板主可給予刪除，此檢舉須由原發文者自行檢舉，         ，目前不接受他人代為檢舉。     第二條：〔問卦及爆卦類文章規範〕   ￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣  ‧ 本條所指為張貼以[問卦]、[爆卦]為標題，或回覆文章目的為問卦或  爆卦者均適用本條規定。   ‧ 問卦文章每位使用者一天三篇為限，文章任何原因刪除仍適用問卦篇數額度，     分身張貼亦算額度，超貼者依總則。   ‧ 問卦文章有以下情事者文章板主得刪除該文。      1.問卦內容有相關看板。     2.問卦內容貧乏。     3.問卦內容無法引發八卦討論。     4.問卦內容已被其他使用者發問過相同或類似問題。  5.問卦內容與自殺議題相關。   ‧ 問卦文內容貧乏者，請充實問卦內容；勿提問閒聊式問題，違者刪除。  ‧ 問卦文章涉及政治人物、議題板主得刪除並水桶發文使用者（相關定義第四條說明)   ‧ 勿濫用爆卦，無重大八卦文章（出自各社群網站之無八卦文、某節目現在討論之某     議題），請勿發表，爆卦相關規範如下:  ‧[爆卦]文章分類，爆卦內容須為不為眾人得知的秘辛或是親身經歷、親見親聞， 　或轉錄內容主旨為實質爆料、揭發性質，   (天災人禍重大意外/緋聞/醜聞/重大賽事/揭發社會或影響多數人之不公義情事) 　等重大爆卦才可使用。  ‧有以下行為者視為濫用爆卦，依不同程度水桶之，濫用爆卦嚴重者水桶１８０天文章退   回。      1.爆卦內容只為特定議題之評論，無實質爆料性質 　　　(如無卦社群臉書政論文、政令宣導、政治立場、政治聲明等) 水桶一個月。      2.有電視或網路媒體報導者或公開網站之訊息、某節目現在討論之某議題，警告七日。 　　　以爆卦偷渡新聞媒體者另加以板規三論處。      3.轉錄爆卦來源需附上第一手原始出處，內文需完整轉錄不得擅加來源以外之資訊(含       心得)，違者水桶一個月。     4.爆卦者應負舉證責任，經證實(轉錄或自行爆卦)內文為虛構造假者水桶１８０天文       章退回，自刪亦同。   ‧ 禁止以問卦或爆卦方式偷渡新聞，否則視同每日新聞發文限制篇數（超過一篇須按     照板規三水桶處理）。   第三條：〔新聞張貼規範〕   ￣￣￣￣￣￣￣￣￣￣￣￣  ‧ 本條所指為張貼新聞須以[新聞]為文章分類，他板轉錄之新聞亦適用本條規定。     本類文章每位使用者一天一篇為限（任何原因自刪及被板主刪除均計入額度，  分身張貼，回文張貼當日新聞連結、換新聞等，亦算新聞篇數配額），超貼部分     水桶處分。   ‧ 文章內張貼PTT連結時，即使該連結內容是[新聞]也不算使用新聞篇數配額。   ‧ 回文以及新聞備註內張貼三日以上之新聞（新聞內容、標題、連結）     必須加上二十字以上評論或分析，違者之文章刪除或新聞超貼水桶。      註:文章內張貼三日以上之新聞(舊聞，不論篇數，只要有二十字以上評論或分析即可）  ‧ 張貼新聞時，切勿在備註內張貼其他三日內新聞之連結，否則屬新聞超貼。   ‧ 文章有下列情事者文章刪除。   1.新聞格式錯誤，未依下列新聞格式張貼者，包含：       a.文章標題須為原新聞標題。     註:標題應從頭開始貼，不可因為標題過長而自行修改標題       b.內文需有完整新聞標題/內文，內建發文格式如下。         1.媒體來源: 　  　　2.記者署名： 　　  　3.完整新聞標題: 　　  　4.完整新聞內文: 　　  　5.完整新聞連結 (或短網址)，需放媒體原始連結，不可用轉載媒體連結:         6.備註:         可不依內建發文格式填寫，但一定要有1~5項，若要加上心得或備註，         請於文章最後面加上，違者刪除。  2.相同新聞重覆者。     註:若第一篇因違反板規，則第二篇不算OP     3.新聞日期超過三天以上。     4.分篇新聞(新聞標題相同以數字、符號區隔的分篇新聞)非第一篇張貼者。     5.派令、社論、讀者投書、特稿、雜誌撰稿、公民新聞類、今日我最美類等非媒體       新聞等未涉及政治人物議題者。     6.影音新聞內文未附官方文稿及非媒體官方帳號張貼之影音新聞者。     7.無記者採訪、發售資訊、泛商業類...等無新聞價值之報導。     8.新聞連結無法開啟者（被移除、網址錯誤…等)。     9.未依備註1新聞來源張貼。  10.無記者署名之新聞(某某某編輯也可以，某某某=姓名)，刪除並水桶14日       切勿張貼XX中心、綜合報導等無記者署名之新聞       以下兩種情形不刪除也不水桶       註1:外電需備註為某外媒報社引用或是編輯譯者等，至少要有出處。       註2:本國報社之新聞但內容是參考或引用外媒報導。       註3:科技新報、地球圖輯隊為較特殊媒體，有作者名字即可。   ‧ [新聞]惡意偽造新聞記者名稱，視同鬧板。   ‧ 可洽八卦檢舉板建議新增其他新聞網站。   ‧ 派令、社論、讀者投書、特稿、雜誌撰稿、公民新聞等文章內容涉及政治議題或政     治人物者文章，刪除並水桶三個月。  註1:特稿與新聞的差別          新聞是對事件的客觀報導，記者只能用描述的方式說明新聞事件，      不能加入任何個人的意見或評論。      特稿則是記者主觀對事件的評論，以選舉新聞舉例：記者不能在報導      這則新聞時給了任何的評論，不可以在新聞稿中說誰當選比較好，      只能報導候選人的活動、政見、談話，但可以用特稿的方式，      評論誰當選比較合適，分析誰當選會有什麼深遠影響。          特稿可以是評論，也可以是分析、也可以是背景說明、也可以是深入報導，      總之主觀的論述就是特稿。這類稿件，是因新聞媒介在傳播新聞信息的      總體布局需要或特定的各種背景的需要，為反映傳媒總體要求或特定導      向意圖而組織寫作的新聞稿件。     註2：涉及政策（兩岸政策、民生政策等）、民生議題（物價議題、交通議題、候選         人政見等）、政治人物花邊或緋聞等，刪文處理。   ‧ 張貼媒體來源或發稿單位為港澳或中國者，水桶兩個禮拜。     （全文如下之刊登方式視同發稿單位）   ‧ 即日起，禁止以彙整「四大報(多報)」方式發佈一文多PO新聞。  1.發表報社或網路媒體彙整之新聞者，給予刪除。  2.發表為使用者自行彙整之兩篇以上三日內新聞於同一篇時，視同新聞超貼。     3.自行彙整多篇相似議題的外媒新聞者，屬於一篇新聞配額，但不屬於新聞超貼。    註：提供縮網址網站 http://tinyurl.com/ , https://bitly.com/  ,                      https://reurl.cc/main/tw  。     第四條：〔政治八卦規範〕   ￣￣￣￣￣￣￣￣￣￣￣￣  ‧ 發文（含回文）內容討論包含下述類別，且文章有八卦性質，即為政治八卦。  ‧ 人物類：中華民國政府遷台後之特定政治人物（歷任、現任之正副總統、政務官、     黨職人員、民意代表、競選中之候選人、參加黨內初選的總統和立委候選人、發言     人、常見於相關媒體發言之幕僚）及上述人員之伴侶。   ‧ 議題類：中華民國政府遷台後之政府職務、中華民國政府遷台後之政黨政治。   ‧ 無八卦之泛政治文章，板主得刪除之。   ‧ 文章內容涉政治問卦輕微，板主可依情節考量，刪除文章或刪文併水桶警告七天。   ‧ 禁止他板轉錄無八卦之政治文章（包含政治FB文章、政黑板文章），違者水桶三個月。   ‧ 如有政治相關八卦請直接爆卦，不允許任何形式之政治問卦，政問無論是否自刪，     或發文後修改內文，一律刪文並水桶三個月。    ‧ 當政治人物有多重身分時（例如：藝人），非政治身分的相關問卦以泛政治刪除。     第五條：〔利益性質〕   ￣￣￣￣￣￣￣￣￣￣  ‧ 文章內容意欲謀求個人利益、誘使人投票連署或是意欲求檔者，一律退文、水桶  一個月，推文求檔者如非玩梗，條件式給P、求站內給P、私信寄之類等水桶一個月。      註：禁止張貼中央社訊息服務，ipobar，滾動新聞，奇摩!訊息快遞!…等廣宣類         相關網站之連結、新聞、討論文章，違者一律退文、水桶一個月。   ‧ 違反上述板規自刪者，水桶三個月。   ‧ 禁止張貼王浩宇本人帳號發佈社群訊息(如:臉書)，違者一律退文、水桶一個月  ，自刪者水桶三個月。王浩宇相關文將比照板規四政治八卦規範。    第六條：〔內容不當〕   ￣￣￣￣￣￣￣￣￣￣  ‧ 文章有下列情事者文章刪除：     1.文章簽名檔過長（超過六行）妨害使用者閱讀者。    2.外電未有全文或大致翻譯。    3.簡體中文轉正體中文之文章。    4.文章包含簡體連結。    5.內容含過多色碼、亂碼（圖形文）導致難以閱讀者。    6.廣告文、業配文或其他商業類內容，無明顯謀求個人利益者，該文刪除。    7.內容包含與自殺相關之議題。   ‧ 文章有下列情事者文章水桶三個月:     1.內容含有色情內容、暴力內容、十八禁連結者。    2.內容含過多簡體中文。  3.發P幣文由以下情況者，水桶三個月  (1)文章經編輯後，與原始文章差異甚大者。      (2)沒發P幣就自行刪文者。      (3)惡意漏發多位者。    4.文章內容未滿30個字(正體中文)，水桶一個月  文章內容未滿20個字(正體中文)，水桶二個月  文章內容未滿10個字(正體中文)，水桶三個月       註1：奧運(國家隊誰贏誰得牌)、國際比賽、天災(地震、颱風天哪放假)等。       如發文未滿30個繁體中文字，板主群得視為時事文刪除不予處分， 　　　惟藉標題蓄意搗亂者仍以鬧板處分。         註2：時事文範圍太廣，「註1」如未規範將由版主群主觀判定。   ‧ 手動置底者水桶兩個月:     手動置底:     1.若使用者於發文後於半小時內自刪，並在半小時內重發文者，則判定該名使用者       自願使用當日之發文額度，即，若該名使用者發文為[問卦]，則視同自願使用一       篇[問卦]之額度，若為其他分類之標題，亦同。     2.第一點之「半小時」定義為每篇文章發出系統時間為判定標準，也就是A、B兩篇       文章的發文時間差距要在半小時內，才算額度，超過半小時則算手動置底。  3.由於[新聞]只有一篇額度，若明顯為操作失誤者，板主可給予警告一次。     4.重貼超過總則中規範之發文額度時，則依據總則給予處罰。     5.扣除以上重貼使用額度狀況，即除了半小時內自刪重貼以外，若兩個月內同一使       用者發兩篇文章內容完全相同者或大致相同者，即為手動置底，包含：        a.標題與內容完全相同。       b.標題不同，但兩篇內容大致相同者。       c.連續轉錄同樣文章兩次。       d.詢問相同人且相同事物八卦者。      提醒：修改文章請盡量請利用E鍵，修改標題請用T鍵，參選文與公告不算入手動置           底。   ‧ 違反爆雷規範者水桶七天:    1.未上映或新上映電影類別，在正式發行日後七日內禁止無關文章內有爆雷行為     標題、內容、推文皆違規，違者水桶七日。    2.發行七日內討論需求文章，標題需迴避暴雷內容及註明有雷、內文防雷頁面作為緩衝     相關爆雷推文可在本篇及回文不列入違規。    3.爆雷定義為超出預告範圍，涉及預告未演出內容，已曝光之內容放寬相關     認定得刪除之。     第七條：〔挑釁、謾罵〕   ￣￣￣￣￣￣￣￣￣￣￣  ‧ 文章內容含有對[1~特定人物、使用者、特定族群、看板或其使用者，     進行言詞侮辱、挑釁、威脅、謾罵、歧視、引戰之文章，     一律退文且加給水桶六個月，自刪文章者水桶一年。  於推文違規者水桶七日。  ‧ 前項所說明之特定人物不包含公眾人物、政治人物等，對於非具有本國國籍者 　　等族群之謾罵推文不予受理；唯仍需注意刑法相關刑責，勿以身試法。   第八條：〔法律之規範〕   ￣￣￣￣￣￣￣￣￣￣￣  ‧ 文章有以下情事者該文退回併水桶一個月：   1.違反中華民國法律、批踢踢站規。     2.凡未經原發文者同意轉入、未經同意公布個人資料、私人信件及水球紀錄者。   註：此條例包含任何轉網址、原始網址之提供，或任何關鍵字影射，使一般使用  者可簡單查詢到個人資料、私人信件、水球紀錄等，皆違反此條例。      3.利用修改文章，故意竄改、刪除他人推噓文經查證屬實。       (惟他方公佈私人資料、張貼十八禁網址、恐怖連結含病毒網址不在此限）      4.意圖以影射、諧音字或近似字公開非公開使用者一部或全部之個人資料，如：自       然人之姓名、出生年月日、國民身分證統一編號、護照號碼、住址與電話號碼等       行為遊走於板規八公佈個人資料規定之處者，經當事人檢舉者。     5.違反此條板規自刪或未經原發文者同意轉出者，追加水桶六個月。    第九條：〔鬧板〕   ￣￣￣￣￣￣￣￣  ‧ 有鬧板茲事者，鬧板文章退回並追加水桶六個月，滋事之判定由板主判定。     若對個別版主判決鬧版有疑慮，請至GossipPicket版提出爭議案件申訴之申請。   ‧ 除板主之判定外，以下行為為鬧板行為：      1.經認定有預謀性之集體違規行動。        註：大量相同關鍵字問卦發生時，於板主發出公告提醒後，若依然有使用者使用           相同關鍵字、或類似的「形」、「音」等關鍵字持續問卦，則判定為鬧板。 　　2.任意使用公告、回應公告。     3.任意使用記名公投及活動聯署選項。     4.未經八卦檢舉板（GossipPicket）板申請通過之道歉文。  5.泛政治性發錢文，違者推文數歸零，並處分之。   ‧ 以上提到之 2、3、4 點，板主可依情節考量判定為鬧板或為單純手機操作失誤，  可與底下板規十一〔自檢條款與手機操作不當〕擇一處罰。   ‧ 違反以上板規，卻自行刪除文章以避責，視同鬧板，水桶一年處分。    第十條：〔道歉文與置底閒聊佈告區規範〕   ￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣  ‧ 本條規定為在八卦板引發之法律訴訟相關事件，致使用者需於本板張貼文章道歉     時適用，請至八卦檢舉板（GossipPicket）板，詳閱相關規定後申請。     緊急狀況下，可先發表道歉文，並在24小時內至八卦檢舉板（GossipPicket）板     補申請，未經檢舉板申請或補申請便發道歉文者，屬鬧板行為。   ‧ 本板置底閒聊文提供宣傳相關符合公益之事由，如親友失蹤協尋、尋找車禍目擊  證人及其他事由，板主可視情況協助板上秩序臨時挪為協助板務用。例如：頒獎典      禮LIVE文...等。     第十一條：〔自檢條款與手機操作不當〕   ￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣  ‧ 若使用者非故意違反板規（回信件操作失誤、手機操作失誤、誤刪他人推文）等非故     意違反鬧板規定，板主可依情節考量，依據板規十八處以警告並水桶一週，警告二次     者，則處以水桶一個月處分、第三次處以水桶兩個月、第四次以上一律水桶三個月。    （追溯期為一年）    ‧ 同上情形，使用者亦可自行前往八卦檢舉板，詳閱相關規定後主動申請自檢條款。     第十二條：〔簽名檔〕 　￣￣￣￣￣￣￣￣￣￣  ‧",2022-11-1 01:07:58,222.157.97.188,,,,"{'all': 0, 'boo': 0, 'count': 0, 'neutral': 0, 'push': 0}"
